47.53247,Wave
47.92208,Wave
48.31169,Wave
48.7013,Wave
49.09091,Wave
49.48052,Wave
49.87013,Wave
50.25974,Wave
50.64935,Wave
51.03896,Wave
51.42857,Wave
51.81818,Wave
52.20779,Wave
52.5974,Wave
52.98701,Wave
53.37662,Wave
53.76623,Wave
54.15584,Wave
54.54545,Wave
54.93506,Wave
55.32467,Wave
55.71428,Wave
56.10389,Wave
56.4935,Wave
56.88311,Wave
57.27272,Wave
57.66233,Wave
58.05194,Wave
58.44156,Wave
58.83117,Wave
59.22078,Wave
59.61039,Wave
60,Wave
60.38961,Wave
60.77922,Wave
61.16883,Wave
61.55844,Wave
61.94805,Wave
62.33766,Wave
62.72727,Wave
63.11688,Wave
63.50649,Wave
63.8961,Wave
64.28571,Wave
64.67532,Wave
65.06493,Wave
65.45454,Wave
65.84415,Wave
66.23376,Wave
66.62337,Wave
67.01299,Wave
67.4026,Wave
67.79221,Wave
68.18182,Wave
68.57143,Wave
68.96104,Wave
69.35065,Wave
69.74026,Wave
70.12987,Wave
70.51948,Wave
70.90909,Wave
71.2987,Wave
71.68831,Wave
72.07792,Wave
72.46753,Wave
72.85714,Wave
73.24675,Wave
73.63636,Wave
74.02597,Wave
74.41558,Wave
74.80519,Wave
75.1948,Wave
75.58441,Wave
75.97402,Wave
76.36363,Wave
76.75324,Wave
77.14285,Wave
77.53246,Wave
77.92207,Wave
78.31168,Wave
78.70129,Wave
79.0909,Wave
79.48051,Wave
79.87012,Wave
80.25974,Wave
80.64935,Wave
81.03896,Wave
81.42857,Wave
81.81818,Wave
82.20779,Wave
82.5974,Wave
82.98701,Wave
83.37663,Wave
83.76624,Wave
84.15585,Wave
84.54546,Wave
84.93507,Wave
85.32468,Wave
85.71429,Wave
86.1039,Wave
86.49351,Wave
86.88312,Wave
87.27273,Wave
87.66234,Wave
88.05195,Wave
88.44156,Wave
88.83117,Wave
89.22078,Wave
89.61039,Wave
90,Wave
90.38961,Wave
90.77922,Wave
91.16883,Wave
91.55844,Wave
91.94805,Wave
92.33766,Wave
92.72727,Wave
93.11688,Wave
93.50649,Wave
93.8961,Wave
94.28571,Wave
94.67532,Wave
95.06493,Wave
95.45454,Wave
95.84415,Wave
96.23376,Wave
96.62337,Wave
97.01299,Wave
97.4026,Wave
97.79221,Wave
98.18182,Wave
98.57143,Wave
98.96104,Wave
99.35065,Wave
99.74026,Wave
100.1299,Wave
100.5195,Wave
100.9091,Wave
101.2987,Wave
101.6883,Wave
102.0779,Wave
102.4675,Wave
102.8571,Wave
103.2467,Wave
103.6364,Wave
104.026,Wave
104.4156,Wave
104.8052,Wave
105.1948,Wave
105.5844,Wave
105.974,Wave
106.3636,Wave
106.7532,Wave
107.1429,Wave
107.5325,Wave
107.9221,Wave
108.3117,Wave
108.7013,Wave
109.0909,Wave
109.4805,Wave
109.8701,Wave
110.2597,Wave
110.6493,Wave
111.039,Wave
111.4286,Wave
111.8182,Wave
112.2078,Wave
112.5974,Wave
112.987,Wave
113.3766,Wave
113.7662,Wave
114.1558,Wave
114.5454,Wave
114.9351,Wave
115.3247,Wave
115.7143,Wave
116.1039,Wave
116.4935,Wave
116.8831,Wave
117.2727,Wave
117.6623,Wave
118.0519,Wave
118.4416,Wave
118.8312,Wave
119.2208,Wave
119.6104,Wave
120,Wave
120.3896,Wave
120.7792,Wave
121.1688,Wave
121.5584,Wave
121.9481,Wave
122.3377,Wave
122.7273,Wave
123.1169,Wave
123.5065,Wave
123.8961,Wave
124.2857,Wave
124.6753,Wave
125.0649,Wave
125.4545,Wave
125.8442,Wave
126.2338,Wave
126.6234,Wave
127.013,Wave
127.4026,Wave
127.7922,Wave
128.1818,Wave
128.5714,Wave
128.961,Wave
129.3506,Wave
129.7402,Wave
130.1299,Wave
130.5195,Wave
130.9091,Wave
131.2987,Wave
131.6883,Wave
132.0779,Wave
132.4675,Wave
132.8571,Wave
133.2467,Wave
133.6364,Wave
134.026,Wave
134.4156,Wave
134.8052,Wave
135.1948,Wave
135.5844,Wave
135.974,Wave
136.3636,Wave
136.7533,Wave
137.1429,Wave
137.5325,Wave
137.9221,Wave
138.3117,Wave
138.7013,Wave
139.0909,Wave
139.4805,Wave
139.8701,Wave
140.2597,Wave
140.6494,Wave
141.039,Wave
141.4286,Wave
141.8182,Wave
142.2078,Wave
142.5974,Wave
142.987,Wave
143.3766,Wave
143.7662,Wave
144.1558,Wave
144.5455,Wave
144.9351,Wave
145.3247,Wave
145.7143,Wave
146.1039,Wave
146.4935,Wave
146.8831,Wave
147.2727,Wave
147.6623,Wave
148.0519,Wave
148.4416,Wave
148.8312,Wave
149.2208,Wave
149.6104,Wave
150,Wave
150.3896,Wave
150.7792,Wave
151.1688,Wave
151.5584,Wave
151.948,Wave
152.3377,Wave
152.7273,Wave
153.1169,Wave
153.5065,Wave
153.8961,Wave
154.2857,Wave
154.6753,Wave
155.0649,Wave
155.4545,Wave
155.8441,Wave
156.2338,Wave
156.6234,Wave
157.013,Wave
157.4026,Wave
157.7922,Wave
158.1818,Wave
158.5714,Wave
158.961,Wave
159.3506,Wave
159.7402,Wave
160.1299,Wave
160.5195,Wave
160.9091,Wave
161.2987,Wave
161.6883,Wave
162.0779,Wave
162.4675,Wave
162.8571,Wave
163.2467,Wave
163.6364,Wave
164.026,Wave
164.4156,Wave
164.8052,Wave
165.1948,Wave
165.5844,Wave
165.974,Wave
166.3636,Wave
166.7533,Wave
167.1429,Wave
167.5325,Wave
167.9221,Wave
168.3117,Wave
168.7013,Wave
169.0909,Wave
169.4805,Wave
169.8701,Wave
170.2597,Wave
170.6494,Wave
171.039,Wave
171.4286,Wave
171.8182,Wave
172.2078,Wave
172.5974,Wave
172.987,Wave
173.3766,Wave
173.7662,Wave
174.1558,Wave
174.5455,Wave
174.9351,Wave
175.3247,Wave
175.7143,Wave
176.1039,Wave
176.4935,Wave
176.8831,Wave
177.2727,Wave
177.6623,Wave
178.0519,Wave
178.4416,Wave
178.8312,Wave
179.2208,Wave
179.6104,Wave
180,Wave
180.3896,Wave
180.7792,Wave
181.1688,Wave
181.5584,Wave
181.948,Wave
182.3377,Wave
182.7273,Wave
183.1169,Wave
183.5065,Wave
183.8961,Wave
184.2857,Wave
184.6753,Wave
185.0649,Wave
185.4545,Wave
185.8441,Wave
186.2338,Wave
186.6234,Wave
187.013,Wave
187.4026,Wave
187.7922,Wave
188.1818,Wave
188.5714,Wave
188.961,Wave
189.3506,Wave
189.7402,Wave
190.1299,Wave
190.5195,Wave
190.9091,Wave
191.2987,Wave
191.6883,Wave
192.0779,Wave
192.4675,Wave
192.8571,Wave
193.2467,Wave
193.6364,Wave
194.026,Wave
194.4156,Wave
194.8052,Wave
195.1948,Wave
195.5844,Wave
195.974,Wave
196.3636,Wave
196.7532,Wave
197.1429,Wave
197.5325,Wave
197.9221,Wave
198.3117,Wave
198.7013,Wave
199.0909,Wave
199.4805,Wave
199.8701,Wave
200.2597,Wave
200.6494,Wave
201.039,Wave
201.4286,Wave
201.8182,Wave
202.2078,Wave
202.5974,Wave
202.987,Wave
203.3766,Wave
203.7662,Wave
204.1558,Wave
204.5455,Wave
204.9351,Wave
205.3247,Wave
205.7143,Wave
206.1039,Wave
206.4935,Wave
206.8831,Wave
207.2727,Wave
207.6623,Wave
208.0519,Wave
208.4416,Wave
208.8312,Wave
209.2208,Wave
209.6104,Wave
210,Wave
210.3896,Wave
210.7792,Wave
211.1688,Wave
211.5584,Wave
211.948,Wave
212.3377,Wave
212.7273,Wave
213.1169,Wave
213.5065,Wave
213.8961,Wave
214.2857,Wave
214.6753,Wave
215.0649,Wave
215.4545,Wave
215.8441,Wave
216.2338,Wave
216.6234,Wave
217.013,Wave
217.4026,Wave
217.7922,Wave
218.1818,Wave
218.5714,Wave
218.961,Wave
219.3506,Wave
219.7402,Wave
220.1299,Wave
220.5195,Wave
220.9091,Wave
221.2987,Wave
221.6883,Wave
222.0779,Wave
222.4675,Wave
222.8571,Wave
223.2467,Wave
223.6364,Wave
224.026,Wave
224.4156,Wave
224.8052,Wave
225.1948,Wave
225.5844,Wave
225.974,Wave
226.3636,Wave
226.7532,Wave
227.1429,Wave
227.5325,Wave
227.9221,Wave
228.3117,Wave
228.7013,Wave
229.0909,Wave
229.4805,Wave
229.8701,Wave
230.2597,Wave
230.6493,Wave
231.039,Wave
231.4286,Wave
231.8182,Wave
232.2078,Wave
232.5974,Wave
232.987,Wave
233.3766,Wave
233.7662,Wave
234.1558,Wave
234.5455,Wave
234.9351,Wave
235.3247,Wave
235.7143,Wave
236.1039,Wave
236.4935,Wave
236.8831,Wave
237.2727,Wave
237.6623,Wave
238.0519,Wave
238.4416,Wave
238.8312,Wave
239.2208,Wave
239.6104,Wave
240,Wave
240.3896,Wave
240.7792,Wave
241.1688,Wave
241.5584,Wave
241.948,Wave
242.3377,Wave
242.7273,Wave
243.1169,Wave
243.5065,Wave
243.8961,Wave
244.2857,Wave
244.6753,Wave
245.0649,Wave
245.4545,Wave
245.8441,Wave
246.2338,Wave
246.6234,Wave
247.013,Wave
247.4026,Wave
247.7922,Wave
248.1818,Wave
248.5714,Wave
248.961,Wave
249.3506,Wave
249.7402,Wave
250.1299,Wave
250.5195,Wave
250.9091,Wave
251.2987,Wave
251.6883,Wave
252.0779,Wave
252.4675,Wave
252.8571,Wave
253.2467,Wave
253.6364,Wave
254.026,Wave
254.4156,Wave
254.8052,Wave
255.1948,Wave
255.5844,Wave
255.974,Wave
256.3636,Wave
256.7532,Wave
257.1429,Wave
257.5325,Wave
257.9221,Wave
258.3117,Wave
258.7013,Wave
259.0909,Wave
259.4805,Wave
259.8701,Wave
260.2597,Wave
260.6494,Wave
261.0389,Wave
261.4286,Wave
261.8182,Wave
262.2078,Wave
262.5974,Wave
262.987,Wave
263.3766,Wave
263.7662,Wave
264.1558,Wave
264.5454,Wave
264.9351,Wave
265.3247,Wave
265.7143,Wave
266.1039,Wave
266.4935,Wave
266.8831,Wave
267.2727,Wave
267.6623,Wave
268.0519,Wave
268.4416,Wave
268.8312,Wave
269.2208,Wave
269.6104,Wave
270,Wave
270.3896,Wave
270.7792,Wave
271.1688,Wave
271.5584,Wave
271.9481,Wave
272.3376,Wave
272.7273,Wave
273.1169,Wave
273.5065,Wave
273.8961,Wave
274.2857,Wave
274.6753,Wave
275.0649,Wave
275.4545,Wave
275.8441,Wave
276.2338,Wave
276.6234,Wave
277.013,Wave
277.4026,Wave
277.7922,Wave
278.1818,Wave
278.5714,Wave
278.961,Wave
279.3506,Wave
279.7403,Wave
280.1299,Wave
280.5195,Wave
280.9091,Wave
281.2987,Wave
281.6883,Wave
282.0779,Wave
282.4675,Wave
282.8571,Wave
283.2467,Wave
283.6364,Wave
284.026,Wave
284.4156,Wave
284.8052,Wave
285.1948,Wave
285.5844,Wave
285.974,Wave
286.3636,Wave
286.7532,Wave
287.1429,Wave
287.5325,Wave
287.9221,Wave
288.3117,Wave
288.7013,Wave
289.0909,Wave
289.4805,Wave
289.8701,Wave
290.2597,Wave
290.6494,Wave
291.0389,Wave
291.4286,Wave
291.8182,Wave
292.2078,Wave
292.5974,Wave
292.987,Wave
293.3766,Wave
293.7662,Wave
294.1558,Wave
294.5454,Wave
294.9351,Wave
295.3247,Wave
295.7143,Wave
296.1039,Wave
296.4935,Wave
296.8831,Wave
297.2727,Wave
297.6623,Wave
298.0519,Wave
298.4416,Wave
298.8311,Wave
299.2208,Wave
299.6104,Wave
300,Wave
300.3896,Wave
300.7792,Wave
301.1688,Wave
301.5584,Wave
301.9481,Wave
302.3376,Wave
302.7273,Wave
303.1169,Wave
303.5065,Wave
303.8961,Wave
304.2857,Wave
304.6753,Wave
305.0649,Wave
305.4545,Wave
305.8441,Wave
306.2338,Wave
306.6234,Wave
307.013,Wave
307.4026,Wave
307.7922,Wave
308.1818,Wave
308.5714,Wave
308.961,Wave
309.3506,Wave
309.7403,Wave
310.1299,Wave
310.5195,Wave
310.9091,Wave
311.2987,Wave
311.6883,Wave
312.0779,Wave
312.4675,Wave
312.8571,Wave
313.2467,Wave
313.6364,Wave
314.026,Wave
314.4156,Wave
314.8052,Wave
315.1948,Wave
315.5844,Wave
315.974,Wave
316.3636,Wave
316.7532,Wave
317.1429,Wave
317.5325,Wave
317.9221,Wave
318.3117,Wave
318.7013,Wave
319.0909,Wave
319.4805,Wave
319.8701,Wave
320.2597,Wave
320.6494,Wave
321.0389,Wave
321.4286,Wave
321.8182,Wave
322.2078,Wave
322.5974,Wave
322.987,Wave
323.3766,Wave
323.7662,Wave
324.1558,Wave
324.5454,Wave
324.9351,Wave
325.3247,Wave
325.7143,Wave
326.1039,Wave
326.4935,Wave
326.8831,Wave
327.2727,Wave
327.6623,Wave
328.0519,Wave
328.4416,Wave
328.8311,Wave
329.2208,Wave
329.6104,Wave
330,Wave
330.3896,Wave
330.7792,Wave
331.1688,Wave
331.5584,Wave
331.948,Wave
332.3376,Wave
332.7273,Wave
333.1169,Wave
333.5065,Wave
333.8961,Wave
334.2857,Wave
334.6753,Wave
335.0649,Wave
335.4545,Wave
335.8441,Wave
336.2338,Wave
336.6234,Wave
337.013,Wave
337.4026,Wave
337.7922,Wave
338.1818,Wave
338.5714,Wave
338.961,Wave
339.3506,Wave
339.7403,Wave
340.1299,Wave
340.5195,Wave
340.9091,Wave
341.2987,Wave
341.6883,Wave
342.0779,Wave
342.4675,Wave
342.8571,Wave
343.2467,Wave
343.6364,Wave
344.026,Wave
344.4156,Wave
344.8052,Wave
345.1948,Wave
345.5844,Wave
345.974,Wave
346.3636,Wave
346.7532,Wave
347.1429,Wave
347.5325,Wave
347.9221,Wave
348.3117,Wave
348.7013,Wave
349.0909,Wave
349.4805,Wave
349.8701,Wave
350.2597,Wave
350.6494,Wave
351.0389,Wave
351.4286,Wave
351.8182,Wave
352.2078,Wave
352.5974,Wave
352.987,Wave
353.3766,Wave
353.7662,Wave
354.1558,Wave
354.5454,Wave
354.9351,Wave
355.3247,Wave
355.7143,Wave
356.1039,Wave
356.4935,Wave
356.8831,Wave
357.2727,Wave
357.6623,Wave
358.0519,Wave
358.4416,Wave
358.8311,Wave
359.2208,Wave
359.6104,Wave
360,Wave
360.3896,Wave
360.7792,Wave
361.1688,Wave
361.5584,Wave
361.948,Wave
362.3376,Wave
362.7273,Wave
363.1169,Wave
363.5065,Wave
363.8961,Wave
364.2857,Wave
364.6753,Wave
365.0649,Wave
365.4545,Wave
365.8441,Wave
366.2338,Wave
366.6234,Wave
367.013,Wave
367.4026,Wave
367.7922,Wave
368.1818,Wave
368.5714,Wave
368.961,Wave
369.3506,Wave
369.7403,Wave
0,Wave
